Data	Happiness	Sadness	Anger	Fear	Disgust	Surprise
#MannKiBaat Humare Desh me Road ki Quality itni kharab Hoti hai ki would 2-3 month bhi nahi chal pata hai.Kab sudhregi ye dasha		Mixed				
Rafi Bhai Jo Upar Notification Me Hi Message Dekhar Hamara Message Ignore Kar Dete Hai !! Inka Alag Se Hisab Hoga #MannKiBaat Me			Hindi			
@arunjaitley ghar chalane k paise nahi hai toh petrol ka daam badha k lootoge kya ? #petrolpricehike #failedgovernance			Mixed			
Happy Birthday Nandu..Aaj Sunday bhi hai.Kam se kam Aaj tho Apni #MannKiBaat Mann me hi Rakh lijiye Birthday gift samjhke.	Both					
Aaj mitroon ka chutiya nahi katunga, sirf cake katunga #narendramodibirthday #MannKiBaat	Mixed					
#MannKiBaat  Yane dimag ki baat=shadyantra....i hate shadyantra ..dil ki baat karne vale ko hi vote dena  2019 me			Both			
Kuch hua ki nahi? Aise hi #MannKiBaat karoge ya sumthg worth all dis naare baazi?			Mixed			
Sir, emergency k liye kya protocol hota hi, kya ambulance k liye yhi vyavastha nhi ho sakti jo aap VIP k liye karty hai..		Mixed				
Pehle ek alag hi craze tha,apke speech aur apki baaten sunne ka mann karta tha,Abhi toh sara fake lagta hai.	Mixed				Mixed	
#Mannkibaat mai mujhe nahi lagta bhakt ke alawa jada koi log attend karte honge aaj ke date mai.		Mixed				
Ladkiyo ko khush karne ke liye 10 Drame hote hai , Ladko ka Kya Unke Nude Dekhte hi Khush Hojate hai	Mixed					
@narendramodi agle #mannkibaat me  se hone wale dhwani pradushan pe kuch kahiye. Loudspeaker ne jeena dubhar kiya hai. @rsprasad is useless		Mixed				
#MannKiBaat-Dear Sir,Jo crime karta hai uska background sab jaante hai phir bhi use niyaay mil jata hai.Kiu nahi har kadi ka profile online			Mixed			
Sarkari hospital ya bahut achche ho sirji ya private hospital mai ilaz sasta ho jaye ilaz aam aadmi ko kaafi mahnga pdta hai		Mixed				
Bahut bura lagta h.. Ye dekh kar jab ek bujurg sa waykti train me humare joote polish karta h..		Hindi				
President n PM UP k ho k bhi UP ka vikas nahi karwa sakte to UP ka vikas kabhi nahi hoga. #savetcslko #MannKiBaat @PMOIndia		Mixed				
R/s : Last 1 mahine me desh ne 2 mahila police officer ke nirbhik aur nidar duty ko  dekha.. par afsos  naye govt me bhi wahi		Hindi				
Jis Speed Se log In Sardiyon Mai Shadiyaan Kar Rahe Hai, Esa Lagta Hai 2018 Tak Naya Pakistan Ban Jayga	Mixed					
Modiji apne #MannKiBaat Radio se karte hai aur hum apne mann ki baat Twitter pe karte hai	Mixed					
#MannKiBaat @narendramodi Tamilians ka MannKiBaat Khaan Kholkar suniyeji, sabka umeed toot chuka hai aapse!! Do something to gain something!!		Hindi				
#MannKiBaat kya humara system itna kharab hai ki koi bhi vacancy 6 months ke ander nahi Kara pa raha hai		Mixed				
Or sab krne pr bhi teacher badnaam hai.		Mixed				
Sir ek web site baney jaha pe daan dene waalo ka aur us daan ka kaha use hua uska detail diya ho to bahut achha hoga	Mixed					
@narendramodi #MannKiBaat  is bar kuch step un bacho ke liye uthaya jaye jo study ki age me signal pe khde hokr bhikh mangte hai...		Hindi				
#MannKiBaat desh ke rojgar ke upar kuch kahie.Aur Hum apna Microsoft jaisa operating system kyun nahi banate.Desh ka bahut paisa bachega.		Hindi				
@narendramodi #MannKiBaat , overall sab thik hai ...bs sir Kisano ki condition improve kr do.ni phr kisan ki #beti ya bete ko rozgar de dijiye		MIxed				
#MannKiBaat best way to meet nature plantation of tree. Aur Sachchha pyaar Kudrat se hi h aur ve hme mil bhi skta h.	Both					
Journalist aur TV channels ke liye b koi guide line banani chahiye. Desh ke khilaf bolne par saza honi chahiye			Hindi			
#MannKiBaat Sir dukh hota Hai jab koi lady 24 ghante kaam karta Hai kasturba me aur aap log unko permanent nahi karte.		Hindi				
#MannKiBaat up me pichle 10 yr se nakal ka bolbala hai....aur unhi nakal wali mark sheet PE teacher bante h..			Mixed			
#MannKiBaat modi ji dekhiye aapka fouj kis tarah se aap ka aur party ka naam roshan kar rahe hi.. wah bhai waah	Hindi					
We proud of you sir. Hume aap jese Leader chahiye Jo sab k #MannKiBaat sunta ho na #Modi ki tarah sirf #MannKiBaat karta ho.	Both					
#MannKiBaat karni hai toh face to face karo, kisi aur cheez ka saharah le kar nahi. #ClearHai			Mixed			
#MannKiBaat karni chaahiye, small talk nahi. #ClearHai	Mixed					
#MannKiBaat Thank u so much Bharat ki Sarkar Modiji moaka diya Aapne jantako  man ki bat kehene ka	Both					
Wo dinn kab aayega jab pak ke against jung ki baat hogi .			Mixed			
#bakthscam is nationalism . hum saman chori nahi kartha !!hum tho poori shop uta lethe hai !! #MannKiBaat						Mixed
Okk. Gujarat's #MannKiBaat is Congress Mukt Gujarat !! Please make it happen Rahul Gandhi ji !!	English					
CBI investigation krwa lo .... Abhee bhee time hai dekh ke PM ji and sabhee political parties ..... nhee to bhaut bura haal hony wala Hai ... khaskr in corrupted leader			Mixed	Hindi		
Mai ek maasoom insaan hu janaab, koi dustbin nahi..!!			Mixed			
Jiss dinn #MannKiBaat kuch ukhaad le, uss dinn tweet Karna.			Mixed			
#mannkibaat se Desh ki Janta Ko koi fayeda nhi ho rha hai..... kuch aisa kro jisse Janta Ko fayeda ye sab immature nautanki hai		Hindi			Mixed	
Har sehar mein ek Library govt. Ki taraf se, jaha har koi jaake pad sake, taki sab mein books padne ki aadat bane.	Mixed					
Yeha Anti national keliye Ratt 12 baje S.C ka darwaja khat khataya  jatahe lekin Ek DeshBhakt ki hatya ke badh sab chup he ! Wahha yeh he mera India						Mixed
Lekin jab Jahil ko judge bana dia jayay tu yehi hota hai https://twitter.com/MansoorAhmedQu2/status/870351848686968833 …					Mixed	
Pakistan k Judges ki itni Auqaat nahi k Wo NawasSharif ki Auqaat ki baat kare ;/			Mixed			
Abb party khatam ho chuki.		Mixed				
Shukar hy apko bhi koi #SupremeCourt ki bat pasand ai.. 🖒	Hindi					
Jis tarah @BCCI ke pichhe #SupremeCourt aor #lodhapanel pade hain,aane wale kuch saalo me #IndianCricketTeam ka haal windies jaisa ho jaega		Hindi				
Ham poori tarah involve hain our poori interfere karain gay agar kisi ki Izzat say Khaila Gaya #SupremeCourt #JIN #PanamaMediaTrial #pti			Mixed			
Thanks #SupremeCourt  koi to hai is desh mei jo sach ki awaaj ko dabne nhi deta hai https://twitter.com/AAPInNews/status/852434184446418945 …	Mixed					
Kal ko har corruption karne wala ek qatari letter le ayega aur kahega ye hai money trail. :D #SupremeCourt #Panama @PTIofficial @KlasraRauf	Mixed					
kuch saal pehle jo party desh ke aadhe rajyo me thi aaj usko ek rajya me sarkar bnane ke liye #SupremeCourt jana pd raha hai..		Hindi				
dear judges of #SupremeCourt kya lifafa bhara hua nhi hai???? please jaag jao yarr sunao faisla akhir apne bhi retire hona hai #PanamaCase		Mixed				
Desh ko inhi secular logo se khatara he				Mixed		
Cheap Sahab ko koi farq nahin parta.					Mixed	
Sir India Main corrupt or ghotalebaaj to humaare kisaan hai na jo unko kuchh thousands ki loan nahi bharne pe jail bhi jana padta hai .		Mixed				
yaha sab ho sakta hai wah re mere desh ke system						Mixed
Jese jese log riha ho rahe hai 2g case ho ya adarsh housing society case mein ab lagne laga hai law sirf chote logo ke liye hi reh gaya hai bus . #2GScamVerdict #2GScam #SupremeCourt		Mixed				
Waah yaar tum #politician kya bane sari duniya chor ho gyi, #cbi #SupremeCourt #police #Aap to #justicekedevta ho						Mixed
Abe agar #2GSpectrum dene me scam nahi hua tha toh #SupremeCourt ne 2012 me 122 telecom license kyu cancel kiye the? #PoorInvestigation			Mixed			
Ek tha #SupremeCourt , Jo khud ke oopar jokes banane me kejriwal ka bhi baap nikla	Mixed					
Lo #SupremeCourt apne order ki chittha dekho ! #Delhi #Breathe #MyRightToBreathe #LetMeBreathe @LetMeBreathe_Inhttps://twitter.com/vimlendu/status/921071977422614529 …		Mixed				
suntay hain ki #SupremeCourt ki #Delhi mein #Diwali hogayi!						Mixed
Bhaiya hum to pathake hi phodenge kyuki hum Delhi me rehte hai aur daba ke phodenge #jaihind #SupremeCourt			Mixed			
Khatron ke khiladiyon ko bhi Happy Diwali	Mixed					
Bhai ne #TigerZindaHai ka poster se Dhamaka kar diya	Mixed					
Bs kar aur kitna tweet krega cracker ban delhi me huye h madhyapradesh me thodi, tu kyu rota hai..		Mixed				
bhai ki advice he, amal kia jaye.. :P https://twitter.com/umairhassanoo01/status/887185682644467717 …	Mixed					
Qoam ka time barbad kiya ja raha hai, kuch nahi karna #SupremeCourt ne			Mixed			
Agar Nawaz Sharif ki jagah kisi aam aadmi ny money laundering ki hoti to woh kb ka jail me hota #GoNawazGo #SupremeCourt #DrQadriWasRight			Mixed			
Pakistan ke liye maro, naa ke chor Nawaz ulf mohtu gang party ke liye #panama #JITReport #Pakistan #insaaf #SupremeCourt			Mixed			
Ab sab kuch samnay anay k baad mera zameer muje maar dega agar me NS family ko support karoon. Moral grounds ni raha ab		Hindi				
32k families ki pukaar suni hai #SupremeCourt ne	Mixed					
Meri Shadi kyun nhi ho rahi J I T bana kar sat din me report push ki jaye		Hindi				
Ye #Pakistan hai bhai aur Case ka faisla mera aapka nai, #PrimeMinister ka o rha hai.		Mixed				
Mananiya #SupremeCourt #KashmiriPandits ka saboot joota nahi paye,isiliye unka case consider nahi kiye,		Mixed				
Govt agency imandar nahi h kisi ko bhi kisi ka bhi data kuch rs ke liye bech sakte h jisse ek aam admi ke jan maal ka nuksan #SupremeCourt		Mixed				
"Ab yahan #SupremeCourt kuch nahi bolega? Yahan ab ek citizen ka ""Fundamental Right"" kahan gaya? #RightToPray ? Red Fort"			Hindi			
Thanks to #SupremeCourt warna sabne to puri sajis hi kar rakhi hain JANTA ko har tarike se lootne ki @advbuyersgroup @ADVBuyerspic.twitter.com/UklUHjP0O3	English					
Delhi mE Hanumanji ki murti airlift krne ke aadesh de skti hai #SupremeCourt  to ye kyu nahi.			Mixed			
Bhai #RahulGandhi ke liye Bharat mein itni nafrat Mat paida karo ki log unko tv per dekhne se bhi avoid kareinCasteOr religion pol band karo		Hindi				
"Agar Aaj Congress party ka Naam "" Congress Gandhi"" Hota Tu Sayad Log Aaj Utna Nafrat Nahi karte.."		Hindi				
Ignore guys... Pappu ka dimag hi aisa hai.. kuch bhi anab shanab bolta raheta hai  #RahulGandhi			Hindi			
Sir donkey laugh tu tab karega jab usko samjh ayega. #RahulGandhi @OfficeOfRG  ke jokes tu insaan ko bhi samjh nahi aa rahe hain https://twitter.com/brigvkagrawal/status/887669198977204225 …		Hindi				
#RahulGandhi says Drugs ke khilaaf hum aisa kanoon banayenge, jisko sochoge toh kaanponge				Hindi		
#RahulGandhi apne dam par alliance nahi kar pa rahe hain to aisi kya mazburi hai ki Congress ke leaders ko unhe apna neta manna padta hai.			Mixed			
RahulGandhi Get matured. 40 saal ke ho. Kab tak Pogo pe.cartoon dekho ge.					Both	
"ISRO Se Mera Bachpan Ka Rishta Hai. Jab Bhi School Jata Tha Teacher Bolti Thi...""Uss Row Mein Nahin, ISRO Mein Baitho"""	Mixed					
46 ke Umar me gaav me logo Ko 2 bacche hote hai aur woh bhi Rahul Gandhi se zyada mature hote hai  #RahulGandhi #shamelesscongress #https://twitter.com/timesofindia/status/834945948644216834 …		Mixed				
The grand old party #congress in #RahulGandhi's hands is like bandar ke haathon motiyon ka haar		Hindi				
Rahulji kaha ho ! Koun sa Spa main Relax ho rahe ho/phir se Videsh chale Gaye. Ghotalawaz neta ho Gaye ho. #RahulGandhi pic.twitter.com/ijKXWNM3AF			Hindi			
So #RahulGandhi Is now supporting tejasvi yadav. Not your fault bhai.  Chor chor mausere bhai @republic @ZeeNews @SudhirFans @awasthis					Mixed	
#RahulGandhi chutiya sharam aata h ki nh tmko Aise baat krte huye ki ye attack gov. Apna fayda k liye krwaya....					Hindi	
#RahulGandhi pappu beta modi tumhare baap hain jab baap ke jaise bann nahi sakte toh baap ke upar comment karna chor do Tumhari aukat nahi h			Hindi			
Jitne kade faisale modi ji ne liye hai #Congress can't even imagine	Hindi					
#RahulGandhi kya #PM banne ka sapna dekh rha hai. Jo apne twitter acnt aur apne tweet pe control nahi kar sakta wo kya desh ko control krega		Mixed				
#RahulGandhi is a #besharambabu , harami saali desh drohi hain!!! Iska poora khandan saala is desh pe Bojh hain #antiindian			Hindi			
Ye movie to enko karni chahiye thi sabse jyada enke upar sut karti #RahulGandhi #BesharamBabu					Mixed	
Bhai kyoṅ #RahulGandhi ka career finish Kerne mein lagye ho? Aapne he bewafa hain...@ETPolitics #election2019		Mixed				
#RahulGandhi trending again. Hadh Hain. Pese deke trend karwane ki kya zarurat hai? Tu to apne aap mei ek trend hai choozey. #Pappu					Hindi	
Digvijaya Singh ko congress retire karde warna janta kardegi. https://twitter.com/ani_digital/status/906033528822874113 …			Mixed			
#RahulGandhi-sir modi ji pai ilzaam lagate ho it's ok but pehle dekh to liziye state khon sa aur sarkar kiske hai? thik se dekhiye aaphika..		Mixed				
Agar kisi ne Congress party ke andar se #Congress party ko harane ka kaam kiya toh hum use party mein jagah nahi denge: #RahulGandhi			Mixed			
#RahulGandhi shame on. Congress and rahul gandhi jo bhik mang raha hai 110 seat ke liye			Mixed			
#RahulGandhi tera apman nahi sahenge,chant UP Cong workers			Mixed			
Ye sasur #RahulGandhi ka har baat pe mazak ban jata hai. Samaj nahi aata politician hai ya comedian. #KurtaPhadKe						Mixed
#RahulGandhi recites 'Machali Jal Ki Raani Hai' without any mistake. Desh mai khushi ki leher	Hindi					
#RahulGandhi 131 yrs old party ki istithi dekho 25 yrs old party ke aage naak ragad rahi hai gatbandhan ke liye. Satta ki bhook hi to hai?		Hindi				
#RahulGandhi baba ne uttarakhand ki rally me fata kurta dikhya,kurta to symbolic tha actually noteban ke baad bahut kuchh fata hua hai		Hindi				
#RahulGandhi janta ko Gadha mat Bana yeh Phata hua Kurta dikhane se pahale jeans bhi dikha aur brand Calvin klein aur price Rs10500 Bata de pic.twitter.com/F9tHwgCnxN			Hindi			
Koi baat nahi phata Kurta.!  #RahulGandhi garbi ek state of Mind hai tum nahi samjho (gay) Rahul.		Mixed				
Ache din aa gaye. Fate kurte wale videsho me holidays mana rahe hai #RahulGandhi	Hindi					
Aj se @sherryontopp ji ke liye #RahulGandhi duniya ke sabse imandar, intelligent, very talanted person ho gaye hai, purani bate bhul jana pl			Mixed			
#RahulGandhi jab tak janta ke mijaj ke hisab se congress ki vichar dhara nahi hogi woh harti rahegi aap kuchh bhi kar lo itna secular hai ki ¿		Hindi				
Khoob jamega rang jab mil baithenge 3 yaar #RahulGandhi #NavjotSinghSidhu aur comedy  #INCWelcomesSidhu	Hindi					
Kyon bhai aab #RahulGandhi baba ne  #hindu dharam kabool kar liya hai kya ? Aaj kal bhaut hindu temples per matha teek rahe hainhttps://twitter.com/RW_Manch/status/921573166136176640 …						Mixed
Dear #RahulGandhi Plz aurton ki izzat karna to seekh leejiye . aap itne gande comment ladies par karte ho ki sharm ko bhi sharm aa jaaye.		Mixed				
Kiya opposition walo ne diwali nahi manai kahi dikhai nahi diye kewal 33% nehi manai sab manate to accha hota		Hindi				
Toh yeh batao, #Congress ko Prime Minister candidate aur agla party President ke pad ke liye, sirf Pappu bhaiya aka #RahulGandhi hi mila?						Mixed
Yaar #RahulGandhi bhaiya ko kyon president bana rahi hai.Yeh larka tu pandit ji ka namo nissan mita dega.Isse poocho desh k pehle PM ka naam		Mixed				
Apni apne aap kaise li jaati hai, yeh aap saare messages padh ke seekh lenge :) #idiots #stupids #RahulGandhi					Mixed	
#RahulGandhi has basically become dur ki Bua, jinhey taano aur shiqayat mein saari baate kehni hoti hai!					Mixed	
#congress ko itne saare scams ke paise kam padgaye ki #RahulGandhi ko videsh bejdiya beekh maangane		Hindi				
#RahulGandhi #NarendraModi  sir. Ab Papu ko bhi berojagri  dur karne ka vision mil gaya America jakr haaaaaaa.... Haaaaaaa .haaaaaa	Mixed					
Aap sabhi se request hai kabhi apne jeb se petrol/diesel dalaye toh pata chale aam admi ka dard.#NarendraModi #RahulGandhi #PresidentKovind		Hindi				
Maine to suna hai commander (LeT) ki vacancy khaali hai, koi lene ke liye tayyar nahi hai https://twitter.com/ANI/status/909775012000808960 …		Hindi				
Bhai, your show is THE WORST SHOW EVER. Bilkul hansi nahi aati. Aapse jyada to #RahulGandhi achhi comedy karta hai.			Mixed			
Chutyon ka jhund to Congress hai. Jiska head v world famous chutiya hai, #RahulGandhi ,#inc					Mixed	
Gandhi family k bhakto se hme aise hi tweet ki ummeed hai #petdogs #Congress #RahulGandhi #congressPresident					Mixed	
Rahul gandhi ke pure 15 votes pane ki khushu mai dance	Hindi					
Tu To Chup Hi Reh #RahulGandhi tune or tere family ne itne #KAAND kiye hai ki tere liye mere pass sirf GAALI hai			Hindi			
#RahulGandhi Indira canteen kyu Bhagat Singh ,Lal Bahadur Shastri canteen kyu nai ??????			Mixed			
#RahulGandhi ji ne karnatak me shandar pahl ki shuruat karte #IndiraCanteen ki opening ki jaha 5rs me nashta or 10rs me bharpet khana milegapic.twitter.com/yEboC4FB59	Hindi					
Congress ne kuch nahi dilaya. Congress to desh ko kha gayi. It was their duty to serve the people and they failed us. Logo ne saari hawa nikal di Congress ki. Rahul gandhi ko laat maar ke bahar nikalo warna Congress history ban jaayegi.  #RahulGandhi			Mixed			
Jaise Bihar election ke baad Modi ji ke munh she Bihar shabd nahin nikla, waise UP election ke baad UP shabd nahin niklega. #RahulGandhi			Mixed			
England's batsman itne jaldi out ho gaye jitne jaldi #RahulGandhi sawaal bhul jate hai. #IndvsEng @virendersehwag	Hindi					
Mere dad...#RahulGandhi ki speech kyu. Sun rai hai...						Mixed
#RahulGandhi LOL! Jo zindagi bhar unemployed rahega woh Modi ko sikha raha hai.						Mixed
Beta @ArvindKejriwal bohut break hogaya! ab Delhi Classroom me aakar bhaito.. Nahi toh #RahulGandhi ke tarah #Elections2017 Fail javoge!			Mixed			
#Verdict2017 sirji, UP mai #RahulGandhi ne campaign kia tha... Punjab mai toh #AmrinderSingh thy... Jeet congress ki nahi Capt. ki hai...	Hindi					
#RahulGandhi kaisa hai pappu? Zinda hai? Laga ke doob gaye honge sharm se. cong ko sharm 70 yr mein nahi aayi. Ppl know ur reality. Nikl jao			Mixed			
jitni rallies ki thi kam se kam utni seats he jeet lete #RahulGandhi bhaiya #countingday2017 #ElectionResults		Mixed				
So yeh Baat to Saabit ho gayee ki #Siddhu is bigger neta than #RahulGandhi	Mixed					
Hence proved k up wale #akhikeshyadav or #RahulGandhi ko harane k liye kisi bhi gadhe ko vote de skte hai #ElectionResults #Elections2017		Mixed				
Patwariyon ka aj pura hi balatkaar kardiya Supreme Court ne. #JeetGyaKaptaan @pmln_org	Hindi					
peace sabd achhha laga #Nirbhayavictory Supreme Court https://twitter.com/anjanaomkashyap/status/860417785540882432 …	Hindi					
